name	type	purchase_stage	purchase_amount	purchase_volume	last_purchase_date	consult_count
관악구중독관리통합지원센터	전문기관	인지	0	0	-	0
노원구중독관리통합지원센터	전문기관	인지	0	0	-	0
마포구중독관리통합지원센터	전문기관	인지	0	0	-	0
성북구중독관리통합지원센터	전문기관	인지	0	0	-	0
송파구중독관리통합지원센터	전문기관	인지	0	0	-	0
영등포구중독관리통합지원센터	전문기관	인지	0	0	-	0
종로구중독관리통합지원센터	전문기관	인지	0	0	-	0
세종시중독관리통합지원센터	전문기관	인지	0	0	-	0
남구중독관리통합지원센터	전문기관	인지	0	0	-	0
남동구중독관리통합지원센터	전문기관	고려	0	0	-	3
부평구중독관리통합지원센터	전문기관	인지	0	0	-	0
서구중독관리통합지원센터	전문기관	인지	0	0	-	0
목포시중독관리통합지원센터	전문기관	인지	0	0	-	0
순천시중독관리통합지원센터	전문기관	인지	0	0	-	0
여수시중독관리통합지원센터	전문기관	고려	0	0	-	1
익산시중독관리통합지원센터	전문기관	인지	0	0	-	0
서귀포시중독관리통합지원센터	전문기관	인지	0	0	-	0
서산시중독관리통합지원센터	전문기관	인지	0	0	-	0
천안시중독관리통합지원센터	전문기관	인지	0	0	-	0
청주시중독관리통합지원센터	전문기관	인지	0	0	-	0
충주시중독관리통합지원센터	전문기관	인지	0	0	-	0
가야대학교 간호학과	전공교육	인지	0	0	-	0
가천대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
가톨릭관동대학교 간호학과	전공교육	관심	0	0	-	2
가톨릭꽃동네대학교 간호학과	전공교육	인지	0	0	-	0
가톨릭대학교 의과/약학학과	전공교육	인지	0	0	-	0
가톨릭대학교 간호대학 간호학과	전공교육	고려	0	0	-	1
가톨릭상지대학교 간호학과	전공교육	인지	0	0	-	0
강동대학교 간호학과	전공교육	인지	0	0	-	0
강릉영동대학교 간호학과	전공교육	인지	0	0	-	0
강릉원주대학교 간호학과	전공교육	인지	0	0	-	0
강서대학교 간호학과	전공교육	인지	0	0	-	0
강원대학교 의과/보건/약학학과	전공교육	인지	0	0	-	0
강원대학교 도계캠퍼스 간호학과	전공교육	관심	0	0	-	1
강원대학교(춘천) 간호학과	전공교육	인지	0	0	-	0
건국대학교 간호/의과학과	전공교육	인지	0	0	-	0
건양대학교 의과/보건학과	전공교육	인지	0	0	-	0
건양대학교(메디컬) 간호학과	전공교육	관심	0	0	-	2
경남대학교 간호학과	전공교육	인지	0	0	-	0
경남정보대학교 간호학과	전공교육	인지	0	0	-	0
경동대학교 간호학과	전공교육	인지	0	0	-	0
경민대학교 간호학과	전공교육	인지	0	0	-	0
경복대학교(남양주) 간호학과	전공교육	인지	0	0	-	0
경북과학대학교 간호학과	전공교육	인지	0	0	-	0
경북대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
경북보건대학교 간호학과	전공교육	인지	0	0	-	0
경북전문대학교 간호학과	전공교육	관심	0	0	-	1
경성대학교 간호/약학학과	전공교육	인지	0	0	-	0
경운대학교 간호학과	전공교육	인지	0	0	-	0
경인여자대학교 간호학과	전공교육	인지	0	0	-	0
경일대학교 간호학과	전공교육	인지	0	0	-	0
경희대학교 의과/약학학과	전공교육	관심	0	0	-	1
경희대학교 서울캠퍼스 간호학과	전공교육	인지	0	0	-	0
계명문화대학교 간호학과	전공교육	인지	0	0	-	0
고려대학교 간호/의과/보건학과	전공교육	고려	0	0	-	3
고신대학교 간호/의과학과	전공교육	인지	0	0	-	0
공주대학교 간호/보건학과	전공교육	인지	0	0	-	0
광주대학교 간호학과	전공교육	인지	0	0	-	0
광주보건대학교 간호학과	전공교육	관심	0	0	-	1
광주여자대학교 간호학과	전공교육	인지	0	0	-	0
구미대학교 간호학과	전공교육	인지	0	0	-	0
국군간호사관학교 간호학과	전공교육	고려	0	0	-	8
국립군산대학교 간호학과	전공교육	인지	0	0	-	0
국립목포대학교 간호학과	전공교육	인지	0	0	-	0
국립순천대학교 간호학과	전공교육	인지	0	0	-	0
국제대학교 간호학과	전공교육	인지	0	0	-	0
극동대학교 간호학과	전공교육	인지	0	0	-	0
기독간호대학교 간호학과	전공교육	인지	0	0	-	0
김천대학교 간호학과	전공교육	인지	0	0	-	0
나사렛대학교 간호학과	전공교육	인지	0	0	-	0
남부대학교 간호학과	전공교육	인지	0	0	-	0
남서울대학교 간호학과	전공교육	고려	0	0	-	2
단국대학교 의과/보건/약학학과	전공교육	인지	0	0	-	0
단국대학교 천안캠퍼스 간호학과	전공교육	인지	0	0	-	0
대경대학교(경산) 간호학과	전공교육	인지	0	0	-	0
대구가톨릭대학교 간호/약학학과	전공교육	인지	0	0	-	0
대구과학대학교 간호학과	전공교육	인지	0	0	-	0
대구대학교 간호학과	전공교육	관심	0	0	-	1
대구보건대학교 간호학과	전공교육	인지	0	0	-	0
대동대학교 간호학과	전공교육	관심	0	0	-	1
대원대학교 간호학과	전공교육	인지	0	0	-	0
대전과학기술대학교 간호학과	전공교육	인지	0	0	-	0
대전대학교 간호학과	전공교육	인지	0	0	-	0
대전보건대학교 간호학과	전공교육	인지	0	0	-	0
대진대학교 간호학과	전공교육	인지	0	0	-	0
덕성여자대학교 약학학과	전공교육	인지	0	0	-	0
동강대학교 간호학과	전공교육	인지	0	0	-	0
동남보건대학교 간호학과	전공교육	고려	0	0	-	2
동덕여자대학교 약학학과	전공교육	인지	0	0	-	0
동명대학교 간호학과	전공교육	인지	0	0	-	0
동서대학교 간호학과	전공교육	인지	0	0	-	0
동신대학교 간호학과	전공교육	인지	0	0	-	0
동아대학교 간호/의과학과	전공교육	고려	0	0	-	1
동양대학교(영주) 간호학과	전공교육	인지	0	0	-	0
동의과학대학교 간호학과	전공교육	인지	0	0	-	0
동의대학교 간호학과	전공교육	인지	0	0	-	0
두원공과대학교(안성) 간호학과	전공교육	인지	0	0	-	0
두원공과대학교(파주) 간호학과	전공교육	인지	0	0	-	0
목포가톨릭대학교 간호학과	전공교육	인지	0	0	-	0
문경대학교 간호학과	전공교육	인지	0	0	-	0
배재대학교 간호학과	전공교육	고려	0	0	-	1
백석대학교 간호학과	전공교육	인지	0	0	-	0
백석문화대학교 간호학과	전공교육	인지	0	0	-	0
부경대학교 간호학과	전공교육	인지	0	0	-	0
부산가톨릭대학교 간호학과	전공교육	인지	0	0	-	0
부산과학기술대학교 간호학과	전공교육	인지	0	0	-	0
부산대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
부산보건대학교 간호학과	전공교육	인지	0	0	-	0
부산여자대학교 간호학과	전공교육	인지	0	0	-	0
부천대학교(소사) 간호학과	전공교육	인지	0	0	-	0
삼육대학교 간호/보건/약학학과	전공교육	관심	0	0	-	1
삼육보건대학교 간호학과	전공교육	고려	0	0	-	1
상명대학교 간호학과	전공교육	인지	0	0	-	0
상지대학교 간호학과	전공교육	인지	0	0	-	0
서영대학교(광주) 간호학과	전공교육	인지	0	0	-	0
서영대학교(파주) 간호학과	전공교육	인지	0	0	-	0
서울대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
서울여자간호대학교 간호학과	전공교육	인지	0	0	-	0
서일대학교 간호학과	전공교육	인지	0	0	-	0
서정대학교 간호학과	전공교육	인지	0	0	-	0
선린대학교 간호학과	전공교육	인지	0	0	-	0
선문대학교 간호학과	전공교육	인지	0	0	-	0
성균관대학교 의과/약학학과	전공교육	고려	0	0	-	1
성신여자대학교 간호학과	전공교육	인지	0	0	-	0
세경대학교 간호학과	전공교육	인지	0	0	-	0
세명대학교 간호학과	전공교육	인지	0	0	-	0
세한대학교 영암캠퍼스 간호학과	전공교육	인지	0	0	-	0
송곡대학교 간호학과	전공교육	인지	0	0	-	0
송원대학교 간호학과	전공교육	인지	0	0	-	0
송호대학교 간호학과	전공교육	인지	0	0	-	0
수성대학교 간호학과	전공교육	인지	0	0	-	0
수원과학대학교 간호학과	전공교육	인지	0	0	-	0
수원대학교 간호학과	전공교육	인지	0	0	-	0
수원여자대학교 간호학과	전공교육	인지	0	0	-	0
숙명여자대학교 약학학과	전공교육	인지	0	0	-	0
순천대학교 약학학과	전공교육	인지	0	0	-	0
신라대학교 간호/보건학과	전공교육	인지	0	0	-	0
신성대학교 간호학과	전공교육	인지	0	0	-	0
신한대학교(동두천) 간호학과	전공교육	인지	0	0	-	0
아주대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
안동대학교 간호학과	전공교육	인지	0	0	-	0
안산대학교 간호학과	전공교육	인지	0	0	-	0
여주대학교 간호학과	전공교육	인지	0	0	-	0
연성대학교 간호학과	전공교육	인지	0	0	-	0
연세대학교 의과/보건/약학학과	전공교육	고려	0	0	-	1
연세대학교 미래캠퍼스 간호학과	전공교육	인지	0	0	-	0
연세대학교(신촌) 간호학과	전공교육	인지	0	0	-	0
연세대학교(원주) 의과/보건학과	전공교육	인지	0	0	-	0
영남대학교 의과/약학학과	전공교육	인지	0	0	-	0
영남이공대학교 간호학과	전공교육	인지	0	0	-	0
영산대학교 간호학과	전공교육	인지	0	0	-	0
영진전문대학교(복현) 간호학과	전공교육	관심	0	0	-	1
예수대학교 간호학과	전공교육	인지	0	0	-	0
용인예술과학대학교 간호학과	전공교육	인지	0	0	-	0
우석대학교 간호학과	전공교육	인지	0	0	-	0
우송대학교 간호학과	전공교육	인지	0	0	-	0
우송정보대학 간호학과	전공교육	인지	0	0	-	0
울산과학대학교 간호학과	전공교육	인지	0	0	-	0
울산대학교 간호학과	전공교육	인지	0	0	-	0
울산대학교(서울아산병원) 의과학과	전공교육	인지	0	0	-	0
원광대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
위덕대학교 간호학과	전공교육	인지	0	0	-	0
유원대학교 간호학과	전공교육	인지	0	0	-	0
을지대학교 보건학과	전공교육	인지	0	0	-	0
을지대학교 성남캠퍼스 간호학과	전공교육	인지	0	0	-	0
을지대학교 의정부캠퍼스 간호학과	전공교육	인지	0	0	-	0
인제대학교 간호/의과/보건/약학학과	전공교육	관심	0	0	-	1
인천가톨릭대학교 간호학과	전공교육	인지	0	0	-	0
인하대학교 간호/의과학과	전공교육	관심	0	0	-	1
재능대학교 간호학과	전공교육	인지	0	0	-	0
전남대학교 간호/의과/보건/약학학과	전공교육	인지	0	0	-	0
제주대학교 간호/의과/보건/약학학과	전공교육	고려	0	0	-	1
조선간호대학교 간호학과	전공교육	인지	0	0	-	0
조선대학교 간호/의과/약학학과	전공교육	고려	0	0	-	1
중부대학교 간호학과	전공교육	인지	0	0	-	0
중앙대학교 의과/약학학과	전공교육	관심	0	0	-	2
중앙대학교 적십자간호대학 간호학과	전공교육	인지	0	0	-	0
중원대학교(괴산) 간호학과	전공교육	인지	0	0	-	0
차의과학대학교 간호/의과/약학학과	전공교육	인지	0	0	-	0
창신대학교 간호학과	전공교육	인지	0	0	-	0
창원대학교 간호학과	전공교육	인지	0	0	-	0
청운대학교 홍성캠퍼스 간호학과	전공교육	관심	0	0	-	1
청주대학교 간호학과	전공교육	인지	0	0	-	0
초당대학교 간호학과	전공교육	인지	0	0	-	0
춘해보건대학교 간호학과	전공교육	인지	0	0	-	0
충남대학교 간호/의과/보건/약학학과	전공교육	고려	0	0	-	2
충북대학교 간호/의과/약학학과	전공교육	인지	0	0	-	0
충북보건과학대학교 간호학과	전공교육	고려	0	0	-	1
충청대학교 간호학과	전공교육	인지	0	0	-	0
한국교통대학교 증평캠퍼스 간호학과	전공교육	인지	0	0	-	0
한국성서대학교 간호학과	전공교육	인지	0	0	-	0
한남대학교 간호학과	전공교육	인지	0	0	-	0
한림대학교 간호/의과학과	전공교육	고려	0	0	-	1
한림성심대학교 간호학과	전공교육	인지	0	0	-	0
한서대학교 간호학과	전공교육	인지	0	0	-	0
한세대학교 간호학과	전공교육	인지	0	0	-	0
한일장신대학교 간호학과	전공교육	인지	0	0	-	0
혜전대학교 간호학과	전공교육	인지	0	0	-	0
호남대학교 간호학과	전공교육	인지	0	0	-	0
호서대학교 간호학과	전공교육	인지	0	0	-	0
호원대학교 간호학과	전공교육	인지	0	0	-	0
화성의과학대학교 간호학과	전공교육	인지	0	0	-	0
인천가톨릭대학교	대학보건센터	관심	0	0	-	0
청운대학교	대학보건센터	관심	0	0	-	0
아주자동차대학교	대학보건센터	관심	0	0	-	0
가톨릭상지대학교	대학보건센터	관심	0	0	-	0
부산대학교	대학보건센터	관심	0	0	-	0
부산외국어대학교	대학보건센터	관심	0	0	-	0
국립한국해양대학교	대학보건센터	관심	0	0	-	0
부산여자대학교	대학보건센터	관심	0	0	-	0
백은미 교수 (가톨릭대학교 예방의학과)	전문기관	파트너	0	0	-	0
동국대학교사범대학부속중고등학교	초중고	구매	0	1	2024-05-24	0
경기대학교	대학보건센터	관심	0	0	-	0
국립부경대학교	대학보건센터	관심	0	0	-	0
정석대학	대학보건센터	관심	0	0	-	0
대전신학대학교	대학보건센터	관심	0	0	-	0
ICT폴리텍대학	대학보건센터	관심	0	0	-	0
한국폴리텍 II 대학 남인천캠퍼스	대학보건센터	관심	0	0	-	0
국립금오공과대학교	대학보건센터	관심	0	0	-	0
목원대학교	대학보건센터	관심	0	0	-	0
금강대학교	대학보건센터	관심	0	0	-	0
한세대학교	대학보건센터	관심	0	0	-	0
루터대학교	대학보건센터	관심	0	0	-	0
경남도립거창대학	대학보건센터	관심	0	0	-	0
한국폴리텍 I 대학 제주캠퍼스	대학보건센터	관심	0	0	-	0
한림대학교	대학보건센터	관심	0	0	-	0
국민대학교	대학보건센터	관심	0	0	-	0
강서대학교	대학보건센터	관심	0	0	-	0
부산가톨릭대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 I 대학 서울강서캠퍼스	대학보건센터	관심	0	0	-	0
광주여자대학교	대학보건센터	관심	0	0	-	0
국제대학교	대학보건센터	관심	0	0	-	0
고려사이버대학교	대학보건센터	관심	0	0	-	0
혜전대학교	대학보건센터	관심	0	0	-	0
숭실사이버대학교	대학보건센터	관심	0	0	-	0
서울사이버대학교	대학보건센터	관심	0	0	-	0
감리교신학대학교	대학보건센터	관심	0	0	-	0
순복음총회신학교	대학보건센터	관심	0	0	-	0
한국폴리텍 I 대학 성남캠퍼스	대학보건센터	관심	0	0	-	0
한국외국어대학교(글로벌캠퍼스)	대학보건센터	고려	0	0	-	0
한서대학교	대학보건센터	관심	0	0	-	0
동의과학대학교	대학보건센터	관심	0	0	-	0
위덕대학교	대학보건센터	관심	0	0	-	0
서울디지털대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 III 대학 강릉캠퍼스	대학보건센터	관심	0	0	-	0
세경대학교	대학보건센터	관심	0	0	-	0
대구공업대학교	대학보건센터	관심	0	0	-	0
중앙대학교	대학보건센터	구매	0	0	2023-12-12	0
건양대학교	대학보건센터	관심	0	0	-	0
가야대학교	대학보건센터	관심	0	0	-	0
아신대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 특성화대학 바이오캠퍼스	대학보건센터	관심	0	0	-	0
서울교육대학교	대학보건센터	관심	0	0	-	0
군산간호대학교	대학보건센터	관심	0	0	-	0
한국전통문화대학교	대학보건센터	관심	0	0	-	0
신한대학교	대학보건센터	관심	0	0	-	0
부산예술대학교	대학보건센터	관심	0	0	-	0
청암대학교	대학보건센터	관심	0	0	-	0
전북과학대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 II 대학 화성캠퍼스	대학보건센터	관심	0	0	-	0
한국폴리텍 VI 대학 영주캠퍼스	대학보건센터	관심	0	0	-	0
한국폴리텍 VII 대학 동부산캠퍼스	대학보건센터	관심	0	0	-	0
거제대학교	대학보건센터	관심	0	0	-	0
원광대학교	대학보건센터	관심	0	0	-	0
서경대학교	대학보건센터	관심	0	0	-	0
동아보건대학교	대학보건센터	관심	0	0	-	0
국립안동대학교	대학보건센터	관심	0	0	-	0
영남신학대학교	대학보건센터	관심	0	0	-	0
화성의과학대학교	대학보건센터	관심	0	0	-	0
인덕대학교	대학보건센터	관심	0	0	-	0
국립순천대학교	대학보건센터	관심	0	0	-	0
연성대학교	대학보건센터	관심	0	0	-	0
영산선학대학교	대학보건센터	관심	0	0	-	0
부산교육대학교	대학보건센터	관심	0	0	-	0
전주교육대학교	대학보건센터	관심	0	0	-	0
충북대학교	대학보건센터	구매	0	0	-	0
대구보건대학교	대학보건센터	관심	0	0	-	0
광주대학교	대학보건센터	관심	0	0	-	0
한남대학교	대학보건센터	관심	0	0	-	0
숙명여자대학교	대학보건센터	관심	0	0	-	0
유원대학교	대학보건센터	관심	0	0	-	0
김천대학교	대학보건센터	관심	0	0	-	0
오산대학교	대학보건센터	관심	0	0	-	0
수원과학대학교	대학보건센터	관심	0	0	-	0
국립창원대학교	대학보건센터	관심	0	0	-	0
서원대학교	대학보건센터	관심	0	0	-	0
마산대학교	대학보건센터	관심	0	0	-	0
성공회대학교	대학보건센터	관심	0	0	-	0
서울여자간호대학교	대학보건센터	관심	0	0	-	0
건국대학교(글로컬캠퍼스)	대학보건센터	관심	0	0	-	0
웅지세무대학교	대학보건센터	관심	0	0	-	0
경남대학교	대학보건센터	관심	0	0	-	0
여주대학교	대학보건센터	관심	0	0	-	0
유한대학교	대학보건센터	관심	0	0	-	0
연암대학교	대학보건센터	관심	0	0	-	0
용인예술과학대학교	대학보건센터	관심	0	0	-	0
경인여자대학교	대학보건센터	관심	0	0	-	0
경동대학교	대학보건센터	관심	0	0	-	0
동국대학교(경주캠퍼스)	대학보건센터	관심	0	0	-	0
서울신학대학교	대학보건센터	관심	0	0	-	0
백석예술대학교	대학보건센터	관심	0	0	-	0
경북대학교	대학보건센터	관심	0	0	-	0
부산경상대학교	대학보건센터	관심	0	0	-	0
제주한라대학교	대학보건센터	관심	0	0	-	0
한국외국어대학교	대학보건센터	관심	0	0	-	0
포항대학교	대학보건센터	관심	0	0	-	0
청강문화산업대학교	대학보건센터	관심	0	0	-	0
계명문화대학교	대학보건센터	관심	0	0	-	0
춘해보건대학교	대학보건센터	관심	0	0	-	0
조선간호대학교	대학보건센터	관심	0	0	-	0
삼육보건대학교	대학보건센터	관심	0	0	-	0
성신여자대학교	대학보건센터	관심	0	0	-	0
연세대학교	대학보건센터	관심	0	0	-	0
강릉영동대학교	대학보건센터	관심	0	0	-	0
충남도립대학교	대학보건센터	관심	0	0	-	0
예원예술대학교	대학보건센터	관심	0	0	-	0
연암공과대학교	대학보건센터	관심	0	0	-	0
조선이공대학교	대학보건센터	관심	0	0	-	0
한국과학기술원	대학보건센터	관심	0	0	-	0
나사렛대학교	대학보건센터	관심	0	0	-	0
홍익대학교	대학보건센터	관심	0	0	-	0
차의과학대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 V 대학 전북캠퍼스	대학보건센터	관심	0	0	-	0
국립한국교통대학교	대학보건센터	관심	0	0	-	0
대원대학교	대학보건센터	관심	0	0	-	0
상명대학교(천안캠퍼스)	대학보건센터	관심	0	0	-	0
경성대학교	대학보건센터	관심	0	0	-	0
서울여자대학교	대학보건센터	관심	0	0	-	0
광신대학교	대학보건센터	관심	0	0	-	0
세종대학교	대학보건센터	관심	0	0	-	0
상명대학교	대학보건센터	관심	0	0	-	0
춘천교육대학교	대학보건센터	관심	0	0	-	0
중원대학교	대학보건센터	관심	0	0	-	0
창신대학교	대학보건센터	관심	0	0	-	0
영남외국어대학	대학보건센터	관심	0	0	-	0
충북보건과학대학교	대학보건센터	관심	0	0	-	0
호서대학교	대학보건센터	관심	0	0	-	0
동덕여자대학교	대학보건센터	관심	0	0	-	0
한국체육대학교	대학보건센터	관심	0	0	-	0
충청대학교	대학보건센터	관심	0	0	-	0
가톨릭대학교	대학보건센터	관심	0	0	-	0
아주대학교	대학보건센터	관심	0	0	-	0
용인대학교	대학보건센터	관심	0	0	-	0
부산보건대학교	대학보건센터	고려	0	0	-	0
한국폴리텍 VI 대학 영남융합기술캠퍼스	대학보건센터	관심	0	0	-	0
김해대학교	대학보건센터	관심	0	0	-	0
건국대학교	대학보건센터	관심	0	0	-	0
제주관광대학교	대학보건센터	관심	0	0	-	0
중앙승가대학교	대학보건센터	관심	0	0	-	0
전주비전대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VII 대학 진주캠퍼스	대학보건센터	관심	0	0	-	0
추계예술대학교	대학보건센터	관심	0	0	-	0
울산과학대학교	대학보건센터	관심	0	0	-	0
농협대학교	대학보건센터	관심	0	0	-	0
울산대학교	대학보건센터	관심	0	0	-	0
광주가톨릭대학교	대학보건센터	관심	0	0	-	0
가톨릭관동대학교	대학보건센터	관심	0	0	-	0
신경주대학교	대학보건센터	관심	0	0	-	0
동의대학교	대학보건센터	관심	0	0	-	0
고신대학교	대학보건센터	관심	0	0	-	0
국립군산대학교	대학보건센터	관심	0	0	-	0
부산과학기술대학교	대학보건센터	관심	0	0	-	0
디지털서울문화예술대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 III 대학 원주캠퍼스	대학보건센터	관심	0	0	-	0
대전과학기술대학교	대학보건센터	관심	0	0	-	0
대구교육대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 특성화대학 반도체융합캠퍼스	대학보건센터	관심	0	0	-	0
예수대학교	대학보건센터	관심	0	0	-	0
대덕대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 IV 대학 청주캠퍼스	대학보건센터	관심	0	0	-	0
글로벌사이버대학교	대학보건센터	관심	0	0	-	0
경북과학대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VI 대학 대구캠퍼스	대학보건센터	관심	0	0	-	0
호남신학대학교	대학보건센터	관심	0	0	-	0
한국승강기대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 VII 대학 창원캠퍼스	대학보건센터	관심	0	0	-	0
충남대학교(세종캠퍼스)	대학보건센터	관심	0	0	-	0
영남이공대학교	대학보건센터	관심	0	0	-	0
광양보건대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 V 대학 순천캠퍼스	대학보건센터	관심	0	0	-	0
한국폴리텍 V 대학 광주캠퍼스	대학보건센터	관심	0	0	-	0
한국예술종합학교	대학보건센터	관심	0	0	-	0
송곡대학교	대학보건센터	고려	0	0	-	0
덕성여자대학교	대학보건센터	관심	0	0	-	0
두원공과대학교	대학보건센터	관심	0	0	-	0
수원대학교	대학보건센터	관심	0	0	-	0
진주보건대학교	대학보건센터	관심	0	0	-	0
창원문성대학교	대학보건센터	관심	0	0	-	0
상지대학교	대학보건센터	관심	0	0	-	0
한국공학대학교	대학보건센터	관심	0	0	-	0
세명대학교	대학보건센터	관심	0	0	-	0
경희대학교	대학보건센터	관심	0	0	-	0
가톨릭꽃동네대학교	대학보건센터	관심	0	0	-	0
경운대학교	대학보건센터	관심	0	0	-	0
칼빈대학교	대학보건센터	관심	0	0	-	0
남부대학교	대학보건센터	관심	0	0	-	0
대진대학교	대학보건센터	관심	0	0	-	0
명지전문대학	대학보건센터	관심	0	0	-	0
목포과학대학교	대학보건센터	관심	0	0	-	0
국립한밭대학교	대학보건센터	관심	0	0	-	0
국립공주대학교	대학보건센터	관심	0	0	-	0
배재대학교	대학보건센터	관심	0	0	-	0
대전보건대학교	대학보건센터	관심	0	0	-	0
단국대학교(죽전캠퍼스)	대학보건센터	관심	0	0	-	0
삼육대학교	대학보건센터	관심	0	0	-	0
서울대학교	대학보건센터	관심	0	0	-	0
인하대학교	대학보건센터	관심	0	0	-	0
대구예술대학교	대학보건센터	관심	0	0	-	0
협성대학교	대학보건센터	관심	0	0	-	0
충남대학교	대학보건센터	관심	0	0	-	0
충북도립대학교	대학보건센터	관심	0	0	-	0
경남도립남해대학	대학보건센터	관심	0	0	-	0
한국열린사이버대학교	대학보건센터	관심	0	0	-	0
동강대학교	대학보건센터	관심	0	0	-	0
광주보건대학교	대학보건센터	관심	0	0	-	0
장안대학교	대학보건센터	관심	0	0	-	0
경기과학기술대학교	대학보건센터	관심	0	0	-	0
동양대학교	대학보건센터	관심	0	0	-	0
세종사이버대학교	대학보건센터	관심	0	0	-	0
동양미래대학교	대학보건센터	관심	0	0	-	0
한국침례신학대학교	대학보건센터	관심	0	0	-	0
을지대학교	대학보건센터	관심	0	0	-	0
성균관대학교(인문사회과학캠퍼스)	대학보건센터	관심	0	0	-	0
순천제일대학교	대학보건센터	관심	0	0	-	0
인천대학교	대학보건센터	고려	0	0	-	0
대전가톨릭대학교	대학보건센터	관심	0	0	-	0
포항공과대학교	대학보건센터	관심	0	0	-	0
장로회신학대학교	대학보건센터	관심	0	0	-	0
초당대학교	대학보건센터	관심	0	0	-	0
서울과학기술대학교	대학보건센터	관심	0	0	-	0
경북도립대학교	대학보건센터	관심	0	0	-	0
동남보건대학교	대학보건센터	관심	0	0	-	0
배화여자대학교	대학보건센터	관심	0	0	-	0
성균관대학교(자연과학캠퍼스)	대학보건센터	관심	0	0	-	0
중부대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 I 대학 서울정수캠퍼스	대학보건센터	관심	0	0	-	0
대경대학교	대학보건센터	관심	0	0	-	0
동신대학교	대학보건센터	관심	0	0	-	0
백석대학교	대학보건센터	관심	0	0	-	0
한국교원대학교	대학보건센터	관심	0	0	-	0
대전대학교	대학보건센터	관심	0	0	-	0
동명대학교	대학보건센터	관심	0	0	-	0
전남대학교	대학보건센터	관심	0	0	-	0
동국대학교	대학보건센터	관심	0	0	-	0
강남대학교	대학보건센터	관심	0	0	-	0
광운대학교	대학보건센터	관심	0	0	-	0
경민대학교	대학보건센터	관심	0	0	-	0
신구대학교	대학보건센터	관심	0	0	-	0
성결대학교	대학보건센터	관심	0	0	-	0
부천대학교	대학보건센터	관심	0	0	-	0
송호대학교	대학보건센터	관심	0	0	-	0
신라대학교	대학보건센터	관심	0	0	-	0
서울장신대학교	대학보건센터	관심	0	0	-	0
동원대학교	대학보건센터	관심	0	0	-	0
대림대학교	대학보건센터	관심	0	0	-	0
평택대학교	대학보건센터	관심	0	0	-	0
안산대학교	대학보건센터	관심	0	0	-	0
한국항공대학교	대학보건센터	관심	0	0	-	0
서정대학교	대학보건센터	관심	0	0	-	0
동서울대학교	대학보건센터	관심	0	0	-	0
서울예술대학교	대학보건센터	관심	0	0	-	0
계원예술대학교	대학보건센터	관심	0	0	-	0
국제사이버대학교	대학보건센터	관심	0	0	-	0
한국관광대학교	대학보건센터	관심	0	0	-	0
수원여자대학교	대학보건센터	관심	0	0	-	0
서일대학교	대학보건센터	관심	0	0	-	0
서울시립대학교	대학보건센터	관심	0	0	-	0
한양여자대학교	대학보건센터	관심	0	0	-	0
고려대학교	대학보건센터	관심	0	0	-	0
태재대학교	대학보건센터	관심	0	0	-	0
경인교육대학교	대학보건센터	관심	0	0	-	0
청주대학교	대학보건센터	관심	0	0	-	0
대신대학교	대학보건센터	관심	0	0	-	0
제주국제대학교	대학보건센터	관심	0	0	-	0
극동대학교	대학보건센터	관심	0	0	-	0
전남과학대학교	대학보건센터	관심	0	0	-	0
광주교육대학교	대학보건센터	관심	0	0	-	0
한성대학교	대학보건센터	관심	0	0	-	0
한국방송통신대학교	대학보건센터	관심	0	0	-	0
연세대학교(원주캠퍼스)	대학보건센터	관심	0	0	-	0
숭실대학교	대학보건센터	관심	0	0	-	0
총신대학교	대학보건센터	관심	0	0	-	0
청주교육대학교	대학보건센터	관심	0	0	-	0
대구가톨릭대학교	대학보건센터	관심	0	0	-	0
대구대학교	대학보건센터	관심	0	0	-	0
경북보건대학교	대학보건센터	관심	0	0	-	0
서울한영대학교	대학보건센터	관심	0	0	-	0
김포대학교	대학보건센터	관심	0	0	-	0
한경국립대학교	대학보건센터	관심	0	0	-	0
한림성심대학교	대학보건센터	관심	0	0	-	0
동아방송예술대학교	대학보건센터	관심	0	0	-	0
한국폴리텍 III 대학 춘천캠퍼스	대학보건센터	관심	0	0	-	0
국립강릉원주대학교	대학보건센터	관심	0	0	-	0
호산대학교	대학보건센터	관심	0	0	-	0
